,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Mount Carmel, Borough of (BMC)",,,,,,,,0,,,,,,,,,,
"Warren County, Transit Authority of (TAWC)",,,,,,,,14,,,,,,,,,,
Washington County Transportation Authority,,,,,,,,,_,,,,,,,,,
WCTA (Westmoreland County Transportation Authority),,,,,,,,,_,,,,,,,,,
YATA (Central Pennsylvania Transportation Authority),,,,,,,,,_,,,,,,,,,
CCCT (Carbon County Community Transit),,,,,,,,,_,24,_,,,,,,,
"BMC (Mount Carmel, Borough of)",,,,,,,,,_,_,_,,,,,,,
"TAWC (Warren County, Transit Authority of)",,,,,,,,,_,10,_,,,,,,,
CPTA (Central Pennsylvania Transportation Authority),,,,,,,,,,224,_,,,,,,,
SCTA (South Central Transit Authority),,,,,,,,,,113,_,,,,,,,
WCTA (Washington County Transportation Authority),,,,,,,,,,70,_,,,,,,,
BCTA (Beaver County Transit Authority),,,,,,,,,,,_,,,,,,,
CamTran (Cambria County Transit Authority),,,,,,,,,,,_,,,,,,,
WCTA (Westmoreland County Transit Authority),,,,,,,,,,,_,,,,,,,
Port Authority of Allegheny County (PAAC),,,,,,,,,,,,_,_,_,,,,
Area Transportation Authority of North Central PA (ATA),,,,,,,,,,,,_,_,_,,,,
Beaver County Transit Authority (BCTA),,,,,,,,,,,,_,_,_,,,,
Butler Transit Authority (BTA),,,,,,,,,,,,_,_,_,,,,
Cambria County Transit Authority (CamTran),,,,,,,,,,,,_,_,_,,,,
Capital Area Transit (CAT),,,,,,,,,,,,_,_,_,,,,
Carbon County Community Transit (CCCT),,,,,,,,,,,,_,_,_,,,,
Central Pennsylvania Transportation Authority (CPTA),,,,,,,,,,,,_,_,_,,,,
Centre Area Transportation Authority (CATA),,,,,,,,,,,,_,_,_,,,,
Monroe County Transportation Authority (MCTA),,,,,,,,,,,,_,_,_,,,,
New Castle Area Transit Authority (NCATA),,,,,,,,,,,,_,_,_,,,,
Pottstown Area Rapid Transit (PART),,,,,,,,,,,,_,_,_,,,,
Schuylkill Transportation System (STS),,,,,,,,,,,,_,_,_,,,,
South Central Transit Authority (SCTA),,,,,,,,,,,,_,_,_,,,,
Transit Authority of Warren County (TAWC),,,,,,,,,,,,_,_,_,,,,
Washington County Transportation Authority (WCTA),,,,,,,,,,,,_,_,_,,,,
Altoona Metro Transit (AMTRAN),,,,,,,,,,,,,_,_,,,,
Borough of Mount Carmel (LATS),,,,,,,,,,,,,_,_,,,,
County of Lackawanna Transit System (COLTS),,,,,,,,,,,,,_,_,,,,
County of Lebanon Transit Authority (COLT/LT),,,,,,,,,,,,,_,_,,,,
Crawford Area Transportation Authority (CATA),,,,,,,,,,,,,_,_,,,,
Endless Mountains Transportation Authority (EMTA),,,,,,,,,,,,,_,_,,,,
Erie Metropolitan Transit Authority (EMTA),,,,,,,,,,,,,_,_,,,,
Fayette Area Coordinated Transportation (FACT),,,,,,,,,,,,,_,_,,,,
Hazleton Public Transit (HPT),,,,,,,,,,,,,_,_,,,,
Indiana County Transit Authority (IndiGO),,,,,,,,,,,,,_,_,,,,
Lehigh and Northampton Transportation Authority (LANTA),,,,,,,,,,,,,_,_,,,,
Luzerne County Transportation Authority (LCTA),,,,,,,,,,,,,_,_,,,,
Mercer County Regional Council of Governments (MCRCOG),,,,,,,,,,,,,_,_,,,,
Mid County Transit Authority (TACT),,,,,,,,,,,,,_,_,,,,
Mid Mon Valley Transit Authority (MMVTA),,,,,,,,,,,,,_,_,,,,
Westmoreland County Transit Authority (WCTA),,,,,,,,,,,,,_,_,,,,
Williamsport River Valley Transit (RVT),,,,,,,,,,,,,_,_,,,,
